EnglishDayNameOfWeek,EnglishMonthName,FrenchDayNameOfWeek,FrenchMonthName,SpanishDayNameOfWeek,SpanishMonthName,Sum of CalendarQuarter,Sum of CalendarSemester,Sum of CalendarYear,DateKey,Sum of DayNumberOfMonth,Sum of DayNumberOfWeek,Sum of DayNumberOfYear,Sum of FiscalQuarter,Sum of FiscalYear,Năm,Quý,Tháng,Ngày,Sum of MonthNumberOfYear,Sum of FiscalSemester,Sum of WeekNumberOfYear
Sunday,August,Dimanche,Août,Domingo,Agosto,3,2,2013,20130811,11,1,223,1,2013,2013,Qtr 3,Tháng Tám,11,8,1,33
Sunday,August,Dimanche,Août,Domingo,Agosto,3,2,2013,20130818,18,1,230,1,2013,2013,Qtr 3,Tháng Tám,18,8,1,34
Sunday,August,Dimanche,Août,Domingo,Agosto,3,2,2013,20130825,25,1,237,1,2013,2013,Qtr 3,Tháng Tám,25,8,1,35
Sunday,August,Dimanche,Août,Domingo,Agosto,3,2,2014,20140803,3,1,215,1,2014,2014,Qtr 3,Tháng Tám,3,8,1,32
Sunday,August,Dimanche,Août,Domingo,Agosto,3,2,2014,20140810,10,1,222,1,2014,2014,Qtr 3,Tháng Tám,10,8,1,33
Sunday,August,Dimanche,Août,Domingo,Agosto,3,2,2014,20140817,17,1,229,1,2014,2014,Qtr 3,Tháng Tám,17,8,1,34
Sunday,August,Dimanche,Août,Domingo,Agosto,3,2,2014,20140824,24,1,236,1,2014,2014,Qtr 3,Tháng Tám,24,8,1,35
Sunday,August,Dimanche,Août,Domingo,Agosto,3,2,2014,20140831,31,1,243,1,2014,2014,Qtr 3,Tháng Tám,31,8,1,36
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2005,20051204,4,1,338,2,2006,2005,Qtr 4,Tháng Mười Hai,4,12,1,50
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2005,20051211,11,1,345,2,2006,2005,Qtr 4,Tháng Mười Hai,11,12,1,51
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2005,20051218,18,1,352,2,2006,2005,Qtr 4,Tháng Mười Hai,18,12,1,52
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2005,20051225,25,1,359,2,2006,2005,Qtr 4,Tháng Mười Hai,25,12,1,53
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2006,20061203,3,1,337,2,2007,2006,Qtr 4,Tháng Mười Hai,3,12,1,49
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2006,20061210,10,1,344,2,2007,2006,Qtr 4,Tháng Mười Hai,10,12,1,50
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2006,20061217,17,1,351,2,2007,2006,Qtr 4,Tháng Mười Hai,17,12,1,51
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2006,20061224,24,1,358,2,2007,2006,Qtr 4,Tháng Mười Hai,24,12,1,52
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2006,20061231,31,1,365,2,2007,2006,Qtr 4,Tháng Mười Hai,31,12,1,53
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2007,20071202,2,1,336,2,2008,2007,Qtr 4,Tháng Mười Hai,2,12,1,49
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2007,20071209,9,1,343,2,2008,2007,Qtr 4,Tháng Mười Hai,9,12,1,50
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2007,20071216,16,1,350,2,2008,2007,Qtr 4,Tháng Mười Hai,16,12,1,51
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2007,20071223,23,1,357,2,2008,2007,Qtr 4,Tháng Mười Hai,23,12,1,52
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2007,20071230,30,1,364,2,2008,2007,Qtr 4,Tháng Mười Hai,30,12,1,53
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2008,20081207,7,1,342,2,2009,2008,Qtr 4,Tháng Mười Hai,7,12,1,50
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2008,20081214,14,1,349,2,2009,2008,Qtr 4,Tháng Mười Hai,14,12,1,51
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2008,20081221,21,1,356,2,2009,2008,Qtr 4,Tháng Mười Hai,21,12,1,52
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2008,20081228,28,1,363,2,2009,2008,Qtr 4,Tháng Mười Hai,28,12,1,53
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2009,20091206,6,1,340,2,2010,2009,Qtr 4,Tháng Mười Hai,6,12,1,50
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2009,20091213,13,1,347,2,2010,2009,Qtr 4,Tháng Mười Hai,13,12,1,51
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2009,20091220,20,1,354,2,2010,2009,Qtr 4,Tháng Mười Hai,20,12,1,52
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2009,20091227,27,1,361,2,2010,2009,Qtr 4,Tháng Mười Hai,27,12,1,53
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2010,20101205,5,1,339,2,2011,2010,Qtr 4,Tháng Mười Hai,5,12,1,50
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2010,20101212,12,1,346,2,2011,2010,Qtr 4,Tháng Mười Hai,12,12,1,51
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2010,20101219,19,1,353,2,2011,2010,Qtr 4,Tháng Mười Hai,19,12,1,52
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2010,20101226,26,1,360,2,2011,2010,Qtr 4,Tháng Mười Hai,26,12,1,53
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2011,20111204,4,1,338,2,2011,2011,Qtr 4,Tháng Mười Hai,4,12,1,50
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2011,20111211,11,1,345,2,2011,2011,Qtr 4,Tháng Mười Hai,11,12,1,51
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2011,20111218,18,1,352,2,2011,2011,Qtr 4,Tháng Mười Hai,18,12,1,52
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2011,20111225,25,1,359,2,2011,2011,Qtr 4,Tháng Mười Hai,25,12,1,53
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2012,20121202,2,1,337,2,2012,2012,Qtr 4,Tháng Mười Hai,2,12,1,49
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2012,20121209,9,1,344,2,2012,2012,Qtr 4,Tháng Mười Hai,9,12,1,50
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2012,20121216,16,1,351,2,2012,2012,Qtr 4,Tháng Mười Hai,16,12,1,51
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2012,20121223,23,1,358,2,2012,2012,Qtr 4,Tháng Mười Hai,23,12,1,52
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2012,20121230,30,1,365,2,2012,2012,Qtr 4,Tháng Mười Hai,30,12,1,53
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2013,20131201,1,1,335,2,2013,2013,Qtr 4,Tháng Mười Hai,1,12,1,49
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2013,20131208,8,1,342,2,2013,2013,Qtr 4,Tháng Mười Hai,8,12,1,50
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2013,20131215,15,1,349,2,2013,2013,Qtr 4,Tháng Mười Hai,15,12,1,51
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2013,20131222,22,1,356,2,2013,2013,Qtr 4,Tháng Mười Hai,22,12,1,52
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2013,20131229,29,1,363,2,2013,2013,Qtr 4,Tháng Mười Hai,29,12,1,53
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2014,20141207,7,1,341,2,2014,2014,Qtr 4,Tháng Mười Hai,7,12,1,50
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2014,20141214,14,1,348,2,2014,2014,Qtr 4,Tháng Mười Hai,14,12,1,51
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2014,20141221,21,1,355,2,2014,2014,Qtr 4,Tháng Mười Hai,21,12,1,52
Sunday,December,Dimanche,Décembre,Domingo,Diciembre,4,2,2014,20141228,28,1,362,2,2014,2014,Qtr 4,Tháng Mười Hai,28,12,1,53
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2005,20050206,6,1,37,3,2005,2005,Qtr 1,Tháng Hai,6,2,2,7
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2005,20050213,13,1,44,3,2005,2005,Qtr 1,Tháng Hai,13,2,2,8
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2005,20050220,20,1,51,3,2005,2005,Qtr 1,Tháng Hai,20,2,2,9
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2005,20050227,27,1,58,3,2005,2005,Qtr 1,Tháng Hai,27,2,2,10
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2006,20060205,5,1,36,3,2006,2006,Qtr 1,Tháng Hai,5,2,2,6
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2006,20060212,12,1,43,3,2006,2006,Qtr 1,Tháng Hai,12,2,2,7
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2006,20060219,19,1,50,3,2006,2006,Qtr 1,Tháng Hai,19,2,2,8
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2006,20060226,26,1,57,3,2006,2006,Qtr 1,Tháng Hai,26,2,2,9
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2007,20070204,4,1,35,3,2007,2007,Qtr 1,Tháng Hai,4,2,2,6
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2007,20070211,11,1,42,3,2007,2007,Qtr 1,Tháng Hai,11,2,2,7
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2007,20070218,18,1,49,3,2007,2007,Qtr 1,Tháng Hai,18,2,2,8
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2007,20070225,25,1,56,3,2007,2007,Qtr 1,Tháng Hai,25,2,2,9
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2008,20080203,3,1,34,3,2008,2008,Qtr 1,Tháng Hai,3,2,2,6
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2008,20080210,10,1,41,3,2008,2008,Qtr 1,Tháng Hai,10,2,2,7
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2008,20080217,17,1,48,3,2008,2008,Qtr 1,Tháng Hai,17,2,2,8
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2008,20080224,24,1,55,3,2008,2008,Qtr 1,Tháng Hai,24,2,2,9
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2009,20090201,1,1,32,3,2009,2009,Qtr 1,Tháng Hai,1,2,2,6
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2009,20090208,8,1,39,3,2009,2009,Qtr 1,Tháng Hai,8,2,2,7
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2009,20090215,15,1,46,3,2009,2009,Qtr 1,Tháng Hai,15,2,2,8
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2009,20090222,22,1,53,3,2009,2009,Qtr 1,Tháng Hai,22,2,2,9
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2010,20100207,7,1,38,3,2010,2010,Qtr 1,Tháng Hai,7,2,2,7
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2010,20100214,14,1,45,3,2010,2010,Qtr 1,Tháng Hai,14,2,2,8
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2010,20100221,21,1,52,3,2010,2010,Qtr 1,Tháng Hai,21,2,2,9
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2010,20100228,28,1,59,3,2010,2010,Qtr 1,Tháng Hai,28,2,2,10
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2011,20110206,6,1,37,3,2010,2011,Qtr 1,Tháng Hai,6,2,2,7
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2011,20110213,13,1,44,3,2010,2011,Qtr 1,Tháng Hai,13,2,2,8
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2011,20110220,20,1,51,3,2010,2011,Qtr 1,Tháng Hai,20,2,2,9
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2011,20110227,27,1,58,3,2010,2011,Qtr 1,Tháng Hai,27,2,2,10
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2012,20120205,5,1,36,3,2011,2012,Qtr 1,Tháng Hai,5,2,2,6
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2012,20120212,12,1,43,3,2011,2012,Qtr 1,Tháng Hai,12,2,2,7
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2012,20120219,19,1,50,3,2011,2012,Qtr 1,Tháng Hai,19,2,2,8
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2012,20120226,26,1,57,3,2011,2012,Qtr 1,Tháng Hai,26,2,2,9
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2013,20130203,3,1,34,3,2012,2013,Qtr 1,Tháng Hai,3,2,2,6
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2013,20130210,10,1,41,3,2012,2013,Qtr 1,Tháng Hai,10,2,2,7
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2013,20130217,17,1,48,3,2012,2013,Qtr 1,Tháng Hai,17,2,2,8
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2013,20130224,24,1,55,3,2012,2013,Qtr 1,Tháng Hai,24,2,2,9
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2014,20140202,2,1,33,3,2013,2014,Qtr 1,Tháng Hai,2,2,2,6
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2014,20140209,9,1,40,3,2013,2014,Qtr 1,Tháng Hai,9,2,2,7
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2014,20140216,16,1,47,3,2013,2014,Qtr 1,Tháng Hai,16,2,2,8
Sunday,February,Dimanche,Février,Domingo,Febrero,1,1,2014,20140223,23,1,54,3,2013,2014,Qtr 1,Tháng Hai,23,2,2,9
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2005,20050102,2,1,2,3,2005,2005,Qtr 1,Tháng Giêng,2,1,2,2
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2005,20050109,9,1,9,3,2005,2005,Qtr 1,Tháng Giêng,9,1,2,3
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2005,20050116,16,1,16,3,2005,2005,Qtr 1,Tháng Giêng,16,1,2,4
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2005,20050123,23,1,23,3,2005,2005,Qtr 1,Tháng Giêng,23,1,2,5
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2005,20050130,30,1,30,3,2005,2005,Qtr 1,Tháng Giêng,30,1,2,6
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2006,20060101,1,1,1,3,2006,2006,Qtr 1,Tháng Giêng,1,1,2,1
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2006,20060108,8,1,8,3,2006,2006,Qtr 1,Tháng Giêng,8,1,2,2
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2006,20060115,15,1,15,3,2006,2006,Qtr 1,Tháng Giêng,15,1,2,3
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2006,20060122,22,1,22,3,2006,2006,Qtr 1,Tháng Giêng,22,1,2,4
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2006,20060129,29,1,29,3,2006,2006,Qtr 1,Tháng Giêng,29,1,2,5
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2007,20070107,7,1,7,3,2007,2007,Qtr 1,Tháng Giêng,7,1,2,2
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2007,20070114,14,1,14,3,2007,2007,Qtr 1,Tháng Giêng,14,1,2,3
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2007,20070121,21,1,21,3,2007,2007,Qtr 1,Tháng Giêng,21,1,2,4
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2007,20070128,28,1,28,3,2007,2007,Qtr 1,Tháng Giêng,28,1,2,5
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2008,20080106,6,1,6,3,2008,2008,Qtr 1,Tháng Giêng,6,1,2,2
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2008,20080113,13,1,13,3,2008,2008,Qtr 1,Tháng Giêng,13,1,2,3
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2008,20080120,20,1,20,3,2008,2008,Qtr 1,Tháng Giêng,20,1,2,4
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2008,20080127,27,1,27,3,2008,2008,Qtr 1,Tháng Giêng,27,1,2,5
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2009,20090104,4,1,4,3,2009,2009,Qtr 1,Tháng Giêng,4,1,2,2
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2009,20090111,11,1,11,3,2009,2009,Qtr 1,Tháng Giêng,11,1,2,3
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2009,20090118,18,1,18,3,2009,2009,Qtr 1,Tháng Giêng,18,1,2,4
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2009,20090125,25,1,25,3,2009,2009,Qtr 1,Tháng Giêng,25,1,2,5
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2010,20100103,3,1,3,3,2010,2010,Qtr 1,Tháng Giêng,3,1,2,2
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2010,20100110,10,1,10,3,2010,2010,Qtr 1,Tháng Giêng,10,1,2,3
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2010,20100117,17,1,17,3,2010,2010,Qtr 1,Tháng Giêng,17,1,2,4
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2010,20100124,24,1,24,3,2010,2010,Qtr 1,Tháng Giêng,24,1,2,5
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2010,20100131,31,1,31,3,2010,2010,Qtr 1,Tháng Giêng,31,1,2,6
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2011,20110102,2,1,2,3,2010,2011,Qtr 1,Tháng Giêng,2,1,2,2
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2011,20110109,9,1,9,3,2010,2011,Qtr 1,Tháng Giêng,9,1,2,3
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2011,20110116,16,1,16,3,2010,2011,Qtr 1,Tháng Giêng,16,1,2,4
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2011,20110123,23,1,23,3,2010,2011,Qtr 1,Tháng Giêng,23,1,2,5
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2011,20110130,30,1,30,3,2010,2011,Qtr 1,Tháng Giêng,30,1,2,6
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2012,20120101,1,1,1,3,2011,2012,Qtr 1,Tháng Giêng,1,1,2,1
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2012,20120108,8,1,8,3,2011,2012,Qtr 1,Tháng Giêng,8,1,2,2
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2012,20120115,15,1,15,3,2011,2012,Qtr 1,Tháng Giêng,15,1,2,3
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2012,20120122,22,1,22,3,2011,2012,Qtr 1,Tháng Giêng,22,1,2,4
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2012,20120129,29,1,29,3,2011,2012,Qtr 1,Tháng Giêng,29,1,2,5
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2013,20130106,6,1,6,3,2012,2013,Qtr 1,Tháng Giêng,6,1,2,2
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2013,20130113,13,1,13,3,2012,2013,Qtr 1,Tháng Giêng,13,1,2,3
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2013,20130120,20,1,20,3,2012,2013,Qtr 1,Tháng Giêng,20,1,2,4
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2013,20130127,27,1,27,3,2012,2013,Qtr 1,Tháng Giêng,27,1,2,5
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2014,20140105,5,1,5,3,2013,2014,Qtr 1,Tháng Giêng,5,1,2,2
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2014,20140112,12,1,12,3,2013,2014,Qtr 1,Tháng Giêng,12,1,2,3
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2014,20140119,19,1,19,3,2013,2014,Qtr 1,Tháng Giêng,19,1,2,4
Sunday,January,Dimanche,Janvier,Domingo,Enero,1,1,2014,20140126,26,1,26,3,2013,2014,Qtr 1,Tháng Giêng,26,1,2,5
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2005,20050703,3,1,184,1,2006,2005,Qtr 3,Tháng Bảy,3,7,1,28
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2005,20050710,10,1,191,1,2006,2005,Qtr 3,Tháng Bảy,10,7,1,29
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2005,20050717,17,1,198,1,2006,2005,Qtr 3,Tháng Bảy,17,7,1,30
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2005,20050724,24,1,205,1,2006,2005,Qtr 3,Tháng Bảy,24,7,1,31
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2005,20050731,31,1,212,1,2006,2005,Qtr 3,Tháng Bảy,31,7,1,32
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2006,20060702,2,1,183,1,2007,2006,Qtr 3,Tháng Bảy,2,7,1,27
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2006,20060709,9,1,190,1,2007,2006,Qtr 3,Tháng Bảy,9,7,1,28
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2006,20060716,16,1,197,1,2007,2006,Qtr 3,Tháng Bảy,16,7,1,29
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2006,20060723,23,1,204,1,2007,2006,Qtr 3,Tháng Bảy,23,7,1,30
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2006,20060730,30,1,211,1,2007,2006,Qtr 3,Tháng Bảy,30,7,1,31
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2007,20070701,1,1,182,1,2008,2007,Qtr 3,Tháng Bảy,1,7,1,27
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2007,20070708,8,1,189,1,2008,2007,Qtr 3,Tháng Bảy,8,7,1,28
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2007,20070715,15,1,196,1,2008,2007,Qtr 3,Tháng Bảy,15,7,1,29
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2007,20070722,22,1,203,1,2008,2007,Qtr 3,Tháng Bảy,22,7,1,30
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2007,20070729,29,1,210,1,2008,2007,Qtr 3,Tháng Bảy,29,7,1,31
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2008,20080706,6,1,188,1,2009,2008,Qtr 3,Tháng Bảy,6,7,1,28
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2008,20080713,13,1,195,1,2009,2008,Qtr 3,Tháng Bảy,13,7,1,29
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2008,20080720,20,1,202,1,2009,2008,Qtr 3,Tháng Bảy,20,7,1,30
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2008,20080727,27,1,209,1,2009,2008,Qtr 3,Tháng Bảy,27,7,1,31
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2009,20090705,5,1,186,1,2010,2009,Qtr 3,Tháng Bảy,5,7,1,28
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2009,20090712,12,1,193,1,2010,2009,Qtr 3,Tháng Bảy,12,7,1,29
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2009,20090719,19,1,200,1,2010,2009,Qtr 3,Tháng Bảy,19,7,1,30
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2009,20090726,26,1,207,1,2010,2009,Qtr 3,Tháng Bảy,26,7,1,31
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2010,20100704,4,1,185,1,2011,2010,Qtr 3,Tháng Bảy,4,7,1,28
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2010,20100711,11,1,192,1,2011,2010,Qtr 3,Tháng Bảy,11,7,1,29
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2010,20100718,18,1,199,1,2011,2010,Qtr 3,Tháng Bảy,18,7,1,30
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2010,20100725,25,1,206,1,2011,2010,Qtr 3,Tháng Bảy,25,7,1,31
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2011,20110703,3,1,184,1,2011,2011,Qtr 3,Tháng Bảy,3,7,1,28
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2011,20110710,10,1,191,1,2011,2011,Qtr 3,Tháng Bảy,10,7,1,29
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2011,20110717,17,1,198,1,2011,2011,Qtr 3,Tháng Bảy,17,7,1,30
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2011,20110724,24,1,205,1,2011,2011,Qtr 3,Tháng Bảy,24,7,1,31
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2011,20110731,31,1,212,1,2011,2011,Qtr 3,Tháng Bảy,31,7,1,32
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2012,20120701,1,1,183,1,2012,2012,Qtr 3,Tháng Bảy,1,7,1,27
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2012,20120708,8,1,190,1,2012,2012,Qtr 3,Tháng Bảy,8,7,1,28
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2012,20120715,15,1,197,1,2012,2012,Qtr 3,Tháng Bảy,15,7,1,29
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2012,20120722,22,1,204,1,2012,2012,Qtr 3,Tháng Bảy,22,7,1,30
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2012,20120729,29,1,211,1,2012,2012,Qtr 3,Tháng Bảy,29,7,1,31
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2013,20130707,7,1,188,1,2013,2013,Qtr 3,Tháng Bảy,7,7,1,28
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2013,20130714,14,1,195,1,2013,2013,Qtr 3,Tháng Bảy,14,7,1,29
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2013,20130721,21,1,202,1,2013,2013,Qtr 3,Tháng Bảy,21,7,1,30
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2013,20130728,28,1,209,1,2013,2013,Qtr 3,Tháng Bảy,28,7,1,31
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2014,20140706,6,1,187,1,2014,2014,Qtr 3,Tháng Bảy,6,7,1,28
Sunday,July,Dimanche,Juillet,Domingo,Julio,3,2,2014,20140713,13,1,194,1,2014,2014,Qtr 3,Tháng Bảy,13,7,1,29
