SalesOrderNumber,Sum of SalesOrderLineNumber,Sum of TaxAmt,Sum of UnitPrice,CurrencyKey,Sum of TotalProductCost,CarrierTrackingNumber,Count of CustomerKey,CustomerPONumber,Sum of DiscountAmount,Năm,Quý,Tháng,Ngày,Count of DueDateKey,Sum of ExtendedAmount,Sum of Freight,Năm,Quý,Tháng,Ngày,Count of OrderDateKey,Sum of OrderQuantity,Count of ProductKey,Sum of ProductStandardCost,Count of PromotionKey,Sum of RevisionNumber,Sum of SalesAmount,Count of SalesTerritoryKey,Năm,Quý,Tháng,Ngày,Count of ShipDateKey,Sum of UnitPriceDiscountPct
SO62184,3,$2.1824,$27.28,100,$10.2028,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$27.28,$0.6821,2013,Qtr 3,Tháng Bảy,15,2,2,2,$10.2028,2,2,$27.28,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62185,6,$2.9016,$36.27,100,$13.5651,,3,,0,2013,Qtr 3,Tháng Bảy,27,3,$36.27,$0.9069,2013,Qtr 3,Tháng Bảy,15,3,3,3,$13.5651,3,3,$36.27,3,2013,Qtr 3,Tháng Bảy,22,3,0
SO62186,6,$4.8376,$60.47,100,$22.6159,,3,,0,2013,Qtr 3,Tháng Bảy,27,3,$60.47,$1.5119,2013,Qtr 3,Tháng Bảy,15,3,3,3,$22.6159,3,3,$60.47,3,2013,Qtr 3,Tháng Bảy,22,3,0
SO62187,3,$2.3984,$29.98,100,$11.2126,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$29.98,$0.7496,2013,Qtr 3,Tháng Bảy,15,2,2,2,$11.2126,2,2,$29.98,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62188,1,$2.608,$32.6,19,$12.1924,,1,,0,2013,Qtr 3,Tháng Bảy,27,1,$32.6,$0.815,2013,Qtr 3,Tháng Bảy,15,1,1,1,$12.1924,1,1,$32.6,1,2013,Qtr 3,Tháng Bảy,22,1,0
SO62189,3,$2.7984,$34.98,100,$13.0826,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$34.98,$0.8746,2013,Qtr 3,Tháng Bảy,15,2,2,2,$13.0826,2,2,$34.98,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62190,3,$1.1984,$14.98,19,$5.6026,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$14.98,$0.3746,2013,Qtr 3,Tháng Bảy,15,2,2,2,$5.6026,2,2,$14.98,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62191,6,$3.9976,$49.97,100,$18.6889,,3,,0,2013,Qtr 3,Tháng Bảy,27,3,$49.97,$1.2494,2013,Qtr 3,Tháng Bảy,15,3,3,3,$18.6889,3,3,$49.97,3,2013,Qtr 3,Tháng Bảy,22,3,0
SO62192,3,$1.1984,$14.98,100,$5.6026,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$14.98,$0.3746,2013,Qtr 3,Tháng Bảy,15,2,2,2,$5.6026,2,2,$14.98,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62193,3,$6.3184,$78.98,19,$33.0986,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$78.98,$1.9746,2013,Qtr 3,Tháng Bảy,15,2,2,2,$33.0986,2,2,$78.98,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62194,3,$1.1184,$13.98,19,$5.2286,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$13.98,$0.3496,2013,Qtr 3,Tháng Bảy,15,2,2,2,$5.2286,2,2,$13.98,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62195,3,$3.1984,$39.98,100,$14.9526,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$39.98,$0.9996,2013,Qtr 3,Tháng Bảy,15,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62196,3,$0.5824,$7.28,100,$2.7228,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$7.28,$0.1821,2013,Qtr 3,Tháng Bảy,15,2,2,2,$2.7228,2,2,$7.28,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62197,3,$3.1984,$39.98,100,$14.9526,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$39.98,$0.9996,2013,Qtr 3,Tháng Bảy,15,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62198,10,$3.676,$45.95,19,$17.1854,,4,,0,2013,Qtr 3,Tháng Bảy,27,4,$45.95,$1.1489,2013,Qtr 3,Tháng Bảy,15,4,4,4,$17.1854,4,4,$45.95,4,2013,Qtr 3,Tháng Bảy,22,4,0
SO62199,3,$9.5984,$119.98,100,$64.6686,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$119.98,$2.9996,2013,Qtr 3,Tháng Bảy,15,2,2,2,$64.6686,2,2,$119.98,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62200,6,$7.4376,$92.97,98,$56.1509,,3,,0,2013,Qtr 3,Tháng Bảy,27,3,$92.97,$2.3244,2013,Qtr 3,Tháng Bảy,15,3,3,3,$56.1509,3,3,$92.97,3,2013,Qtr 3,Tháng Bảy,22,3,0
SO62201,3,$3.1184,$38.98,100,$14.5786,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$38.98,$0.9746,2013,Qtr 3,Tháng Bảy,15,2,2,2,$14.5786,2,2,$38.98,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62202,1,$1.7192,$21.49,98,$8.0373,,1,,0,2013,Qtr 3,Tháng Bảy,27,1,$21.49,$0.5373,2013,Qtr 3,Tháng Bảy,15,1,1,1,$8.0373,1,1,$21.49,1,2013,Qtr 3,Tháng Bảy,22,1,0
SO62203,6,$2.9016,$36.27,98,$13.5651,,3,,0,2013,Qtr 3,Tháng Bảy,27,3,$36.27,$0.9069,2013,Qtr 3,Tháng Bảy,15,3,3,3,$13.5651,3,3,$36.27,3,2013,Qtr 3,Tháng Bảy,22,3,0
SO62204,3,$1.9024,$23.78,98,$8.8938,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$23.78,$0.5946,2013,Qtr 3,Tháng Bảy,15,2,2,2,$8.8938,2,2,$23.78,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62205,3,$0.5824,$7.28,98,$2.7228,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$7.28,$0.1821,2013,Qtr 3,Tháng Bảy,15,2,2,2,$2.7228,2,2,$7.28,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62206,1,$2.8,$35,100,$13.09,,1,,0,2013,Qtr 3,Tháng Bảy,27,1,$35,$0.875,2013,Qtr 3,Tháng Bảy,15,1,1,1,$13.09,1,1,$35,1,2013,Qtr 3,Tháng Bảy,22,1,0
SO62207,6,$12.5832,$157.29,19,$58.8265,,3,,0,2013,Qtr 3,Tháng Bảy,27,3,$157.29,$3.9323,2013,Qtr 3,Tháng Bảy,15,3,3,3,$58.8265,3,3,$157.29,3,2013,Qtr 3,Tháng Bảy,22,3,0
SO62208,21,$6.8752,$85.94,19,$35.7017,,6,,0,2013,Qtr 3,Tháng Bảy,27,6,$85.94,$2.1487,2013,Qtr 3,Tháng Bảy,15,6,6,6,$35.7017,6,6,$85.94,6,2013,Qtr 3,Tháng Bảy,22,6,0
SO62209,3,$3.7176,$46.47,19,$17.3798,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$46.47,$1.1618,2013,Qtr 3,Tháng Bảy,15,2,2,2,$17.3798,2,2,$46.47,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62210,21,$71.1512,$889.39,100,$464.6211,,6,,0,2013,Qtr 3,Tháng Bảy,27,6,$889.39,$22.235,2013,Qtr 3,Tháng Bảy,15,6,6,6,$464.6211,6,6,$889.39,6,2013,Qtr 3,Tháng Bảy,22,6,0
SO62211,6,$67.8776,$848.47,100,$452.877,,3,,0,2013,Qtr 3,Tháng Bảy,27,3,$848.47,$21.2119,2013,Qtr 3,Tháng Bảy,15,3,3,3,$452.877,3,3,$848.47,3,2013,Qtr 3,Tháng Bảy,22,3,0
SO62212,1,$61.5592,$769.49,100,$419.7784,,1,,0,2013,Qtr 3,Tháng Bảy,27,1,$769.49,$19.2373,2013,Qtr 3,Tháng Bảy,15,1,1,1,$419.7784,1,1,$769.49,1,2013,Qtr 3,Tháng Bảy,22,1,0
SO62213,15,$53.116,$663.95,100,$362.3209,,5,,0,2013,Qtr 3,Tháng Bảy,27,5,$663.95,$16.599,2013,Qtr 3,Tháng Bảy,15,5,5,5,$362.3209,5,5,$663.95,5,2013,Qtr 3,Tháng Bảy,22,5,0
SO62214,6,$45.1408,$564.26,100,$303.6567,,3,,0,2013,Qtr 3,Tháng Bảy,27,3,$564.26,$14.1066,2013,Qtr 3,Tháng Bảy,15,3,3,3,$303.6567,3,3,$564.26,3,2013,Qtr 3,Tháng Bảy,22,3,0
SO62215,1,$190.7256,$2384.07,98,$1481.9379,,1,,0,2013,Qtr 3,Tháng Bảy,27,1,$2384.07,$59.6018,2013,Qtr 3,Tháng Bảy,15,1,1,1,$1481.9379,1,1,$2384.07,1,2013,Qtr 3,Tháng Bảy,22,1,0
SO62216,10,$99.0256,$1237.82,100,$767.3017,,4,,0,2013,Qtr 3,Tháng Bảy,27,4,$1237.82,$30.9457,2013,Qtr 3,Tháng Bảy,15,4,4,4,$767.3017,4,4,$1237.82,4,2013,Qtr 3,Tháng Bảy,22,4,0
SO62217,3,$138.8784,$1735.98,6,$1095.5963,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$1735.98,$43.3996,2013,Qtr 3,Tháng Bảy,15,2,2,2,$1095.5963,2,2,$1735.98,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62218,3,$198.2672,$2478.34,6,$1568.0342,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$2478.34,$61.9586,2013,Qtr 3,Tháng Bảy,15,2,2,2,$1568.0342,2,2,$2478.34,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62219,3,$93.9584,$1174.48,6,$754.6521,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$1174.48,$29.3621,2013,Qtr 3,Tháng Bảy,15,2,2,2,$754.6521,2,2,$1174.48,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62220,3,$183.7824,$2297.28,6,$1252.8378,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$2297.28,$57.4321,2013,Qtr 3,Tháng Bảy,15,2,2,2,$1252.8378,2,2,$2297.28,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62221,1,$183.5992,$2294.99,6,$1251.9813,,1,,0,2013,Qtr 3,Tháng Bảy,27,1,$2294.99,$57.3748,2013,Qtr 3,Tháng Bảy,15,1,1,1,$1251.9813,1,1,$2294.99,1,2013,Qtr 3,Tháng Bảy,22,1,0
SO62222,3,$185.7824,$2322.28,6,$1266.476,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$2322.28,$58.0571,2013,Qtr 3,Tháng Bảy,15,2,2,2,$1266.476,2,2,$2322.28,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62223,3,$99.9872,$1249.84,100,$768.2371,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$1249.84,$31.2461,2013,Qtr 3,Tháng Bảy,15,2,2,2,$768.2371,2,2,$1249.84,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62224,10,$64.8256,$810.32,100,$508.2457,,4,,0,2013,Qtr 3,Tháng Bảy,27,4,$810.32,$20.2582,2013,Qtr 3,Tháng Bảy,15,4,4,4,$508.2457,4,4,$810.32,4,2013,Qtr 3,Tháng Bảy,22,4,0
SO62225,3,$195.0448,$2438.06,100,$1523.5102,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$2438.06,$60.9516,2013,Qtr 3,Tháng Bảy,15,2,2,2,$1523.5102,2,2,$2438.06,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62226,6,$94.3976,$1179.97,19,$735.3254,,3,,0,2013,Qtr 3,Tháng Bảy,27,3,$1179.97,$29.4994,2013,Qtr 3,Tháng Bảy,15,3,3,3,$735.3254,3,3,$1179.97,3,2013,Qtr 3,Tháng Bảy,22,3,0
SO62227,3,$136.7984,$1709.98,19,$1089.4323,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$1709.98,$42.7496,2013,Qtr 3,Tháng Bảy,15,2,2,2,$1089.4323,2,2,$1709.98,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62228,3,$93.6384,$1170.48,100,$751.5721,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$1170.48,$29.2621,2013,Qtr 3,Tháng Bảy,15,2,2,2,$751.5721,2,2,$1170.48,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62229,10,$47.1168,$588.96,100,$361.9645,,4,,0,2013,Qtr 3,Tháng Bảy,27,4,$588.96,$14.7242,2013,Qtr 3,Tháng Bảy,15,4,4,4,$361.9645,4,4,$588.96,4,2013,Qtr 3,Tháng Bảy,22,4,0
SO62230,1,$61.5592,$769.49,6,$419.7784,,1,,0,2013,Qtr 3,Tháng Bảy,27,1,$769.49,$19.2373,2013,Qtr 3,Tháng Bảy,15,1,1,1,$419.7784,1,1,$769.49,1,2013,Qtr 3,Tháng Bảy,22,1,0
SO62231,3,$43.9184,$548.98,6,$350.5719,,2,,0,2013,Qtr 3,Tháng Bảy,27,2,$548.98,$13.7246,2013,Qtr 3,Tháng Bảy,15,2,2,2,$350.5719,2,2,$548.98,2,2013,Qtr 3,Tháng Bảy,22,2,0
SO62232,10,$49.3976,$617.47,6,$372.6272,,4,,0,2013,Qtr 3,Tháng Bảy,27,4,$617.47,$15.4369,2013,Qtr 3,Tháng Bảy,15,4,4,4,$372.6272,4,4,$617.47,4,2013,Qtr 3,Tháng Bảy,22,4,0
SO62233,1,$2.7992,$34.99,100,$13.0863,,1,,0,2013,Qtr 3,Tháng Bảy,28,1,$34.99,$0.8748,2013,Qtr 3,Tháng Bảy,16,1,1,1,$13.0863,1,1,$34.99,1,2013,Qtr 3,Tháng Bảy,23,1,0
SO62234,3,$2.1824,$27.28,6,$10.2028,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$27.28,$0.6821,2013,Qtr 3,Tháng Bảy,16,2,2,2,$10.2028,2,2,$27.28,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62235,3,$3.1984,$39.98,6,$14.9526,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$39.98,$0.9996,2013,Qtr 3,Tháng Bảy,16,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62236,3,$9.9184,$123.98,6,$67.7486,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$123.98,$3.0996,2013,Qtr 3,Tháng Bảy,16,2,2,2,$67.7486,2,2,$123.98,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62237,3,$3.1984,$39.98,6,$14.9526,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$39.98,$0.9996,2013,Qtr 3,Tháng Bảy,16,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62238,1,$2.7992,$34.99,6,$13.0863,,1,,0,2013,Qtr 3,Tháng Bảy,28,1,$34.99,$0.8748,2013,Qtr 3,Tháng Bảy,16,1,1,1,$13.0863,1,1,$34.99,1,2013,Qtr 3,Tháng Bảy,23,1,0
SO62239,1,$0.636,$7.95,6,$2.9733,,1,,0,2013,Qtr 3,Tháng Bảy,28,1,$7.95,$0.1988,2013,Qtr 3,Tháng Bảy,16,1,1,1,$2.9733,1,1,$7.95,1,2013,Qtr 3,Tháng Bảy,23,1,0
SO62240,6,$52.3176,$653.97,100,$362.8765,,3,,0,2013,Qtr 3,Tháng Bảy,28,3,$653.97,$16.3494,2013,Qtr 3,Tháng Bảy,16,3,3,3,$362.8765,3,3,$653.97,3,2013,Qtr 3,Tháng Bảy,23,3,0
SO62241,3,$45.9984,$574.98,100,$311.9542,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$574.98,$14.3746,2013,Qtr 3,Tháng Bảy,16,2,2,2,$311.9542,2,2,$574.98,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62242,1,$136.0792,$1700.99,100,$1082.51,,1,,0,2013,Qtr 3,Tháng Bảy,28,1,$1700.99,$42.5248,2013,Qtr 3,Tháng Bảy,16,1,1,1,$1082.51,1,1,$1700.99,1,2013,Qtr 3,Tháng Bảy,23,1,0
SO62243,10,$187.5968,$2344.96,100,$1270.6702,,4,,0,2013,Qtr 3,Tháng Bảy,28,4,$2344.96,$58.6242,2013,Qtr 3,Tháng Bảy,16,4,4,4,$1270.6702,4,4,$2344.96,4,2013,Qtr 3,Tháng Bảy,23,4,0
SO62244,15,$189.6176,$2370.22,100,$1284.4056,,5,,0,2013,Qtr 3,Tháng Bảy,28,5,$2370.22,$59.2557,2013,Qtr 3,Tháng Bảy,16,5,5,5,$1284.4056,5,5,$2370.22,5,2013,Qtr 3,Tháng Bảy,23,5,0
SO62245,3,$12.9032,$161.29,19,$60.3225,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$161.29,$4.0323,2013,Qtr 3,Tháng Bảy,16,2,2,2,$60.3225,2,2,$161.29,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62246,3,$0.9552,$11.94,100,$4.4656,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$11.94,$0.2986,2013,Qtr 3,Tháng Bảy,16,2,2,2,$4.4656,2,2,$11.94,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62247,3,$3.1984,$39.98,19,$14.9526,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$39.98,$0.9996,2013,Qtr 3,Tháng Bảy,16,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62248,1,$0.3992,$4.99,19,$1.8663,,1,,0,2013,Qtr 3,Tháng Bảy,28,1,$4.99,$0.1248,2013,Qtr 3,Tháng Bảy,16,1,1,1,$1.8663,1,1,$4.99,1,2013,Qtr 3,Tháng Bảy,23,1,0
SO62249,1,$2.3192,$28.99,100,$10.8423,,1,,0,2013,Qtr 3,Tháng Bảy,28,1,$28.99,$0.7248,2013,Qtr 3,Tháng Bảy,16,1,1,1,$10.8423,1,1,$28.99,1,2013,Qtr 3,Tháng Bảy,23,1,0
SO62250,1,$2.608,$32.6,100,$12.1924,,1,,0,2013,Qtr 3,Tháng Bảy,28,1,$32.6,$0.815,2013,Qtr 3,Tháng Bảy,16,1,1,1,$12.1924,1,1,$32.6,1,2013,Qtr 3,Tháng Bảy,23,1,0
SO62251,15,$11.3552,$141.94,19,$72.8817,,5,,0,2013,Qtr 3,Tháng Bảy,28,5,$141.94,$3.5487,2013,Qtr 3,Tháng Bảy,16,5,5,5,$72.8817,5,5,$141.94,5,2013,Qtr 3,Tháng Bảy,23,5,0
SO62252,10,$3.6176,$45.22,100,$16.9124,,4,,0,2013,Qtr 3,Tháng Bảy,28,4,$45.22,$1.1307,2013,Qtr 3,Tháng Bảy,16,4,4,4,$16.9124,4,4,$45.22,4,2013,Qtr 3,Tháng Bảy,23,4,0
SO62253,10,$7.6856,$96.07,19,$35.9303,,4,,0,2013,Qtr 3,Tháng Bảy,28,4,$96.07,$2.4019,2013,Qtr 3,Tháng Bảy,16,4,4,4,$35.9303,4,4,$96.07,4,2013,Qtr 3,Tháng Bảy,23,4,0
SO62254,6,$10.7984,$134.98,100,$50.4826,,3,,0,2013,Qtr 3,Tháng Bảy,28,3,$134.98,$3.3746,2013,Qtr 3,Tháng Bảy,16,3,3,3,$50.4826,3,3,$134.98,3,2013,Qtr 3,Tháng Bảy,23,3,0
SO62255,3,$1.1984,$14.98,19,$5.6026,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$14.98,$0.3746,2013,Qtr 3,Tháng Bảy,16,2,2,2,$5.6026,2,2,$14.98,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62256,1,$5.5992,$69.99,19,$26.1763,,1,,0,2013,Qtr 3,Tháng Bảy,28,1,$69.99,$1.7498,2013,Qtr 3,Tháng Bảy,16,1,1,1,$26.1763,1,1,$69.99,1,2013,Qtr 3,Tháng Bảy,23,1,0
SO62257,6,$3.9976,$49.97,100,$18.6889,,3,,0,2013,Qtr 3,Tháng Bảy,28,3,$49.97,$1.2494,2013,Qtr 3,Tháng Bảy,16,3,3,3,$18.6889,3,3,$49.97,3,2013,Qtr 3,Tháng Bảy,23,3,0
SO62258,3,$1.0352,$12.94,19,$4.8396,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$12.94,$0.3236,2013,Qtr 3,Tháng Bảy,16,2,2,2,$4.8396,2,2,$12.94,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62259,3,$2.3584,$29.48,100,$11.0256,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$29.48,$0.7371,2013,Qtr 3,Tháng Bảy,16,2,2,2,$11.0256,2,2,$29.48,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62260,3,$3.1984,$39.98,100,$14.9526,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$39.98,$0.9996,2013,Qtr 3,Tháng Bảy,16,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62261,3,$0.5824,$7.28,100,$2.7228,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$7.28,$0.1821,2013,Qtr 3,Tháng Bảy,16,2,2,2,$2.7228,2,2,$7.28,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62262,3,$2.9272,$36.59,100,$13.6847,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$36.59,$0.9148,2013,Qtr 3,Tháng Bảy,16,2,2,2,$13.6847,2,2,$36.59,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62263,3,$2.5824,$32.28,98,$12.0728,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$32.28,$0.8071,2013,Qtr 3,Tháng Bảy,16,2,2,2,$12.0728,2,2,$32.28,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62264,6,$2.5816,$32.27,98,$12.0691,,3,,0,2013,Qtr 3,Tháng Bảy,28,3,$32.27,$0.8069,2013,Qtr 3,Tháng Bảy,16,3,3,3,$12.0691,3,3,$32.27,3,2013,Qtr 3,Tháng Bảy,23,3,0
SO62265,3,$2.7984,$34.98,98,$13.0826,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$34.98,$0.8746,2013,Qtr 3,Tháng Bảy,16,2,2,2,$13.0826,2,2,$34.98,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62266,3,$3.1984,$39.98,100,$14.9526,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$39.98,$0.9996,2013,Qtr 3,Tháng Bảy,16,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62267,3,$2.9832,$37.29,19,$13.9465,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$37.29,$0.9323,2013,Qtr 3,Tháng Bảy,16,2,2,2,$13.9465,2,2,$37.29,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62268,3,$1.1184,$13.98,100,$5.2286,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$13.98,$0.3496,2013,Qtr 3,Tháng Bảy,16,2,2,2,$5.2286,2,2,$13.98,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62269,3,$6.8384,$85.48,100,$31.9695,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$85.48,$2.137,2013,Qtr 3,Tháng Bảy,16,2,2,2,$31.9695,2,2,$85.48,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62270,6,$67.8776,$848.47,19,$452.877,,3,,0,2013,Qtr 3,Tháng Bảy,28,3,$848.47,$21.2119,2013,Qtr 3,Tháng Bảy,16,3,3,3,$452.877,3,3,$848.47,3,2013,Qtr 3,Tháng Bảy,23,3,0
SO62271,6,$189.6768,$2370.96,100,$1301.7741,,3,,0,2013,Qtr 3,Tháng Bảy,28,3,$2370.96,$59.2741,2013,Qtr 3,Tháng Bảy,16,3,3,3,$1301.7741,3,3,$2370.96,3,2013,Qtr 3,Tháng Bảy,23,3,0
SO62272,6,$137.1976,$1714.97,6,$1087.7386,,3,,0,2013,Qtr 3,Tháng Bảy,28,3,$1714.97,$42.8744,2013,Qtr 3,Tháng Bảy,16,3,3,3,$1087.7386,3,3,$1714.97,3,2013,Qtr 3,Tháng Bảy,23,3,0
SO62273,3,$198.076,$2475.95,6,$1567.1403,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$2475.95,$61.8988,2013,Qtr 3,Tháng Bảy,16,2,2,2,$1567.1403,2,2,$2475.95,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62274,3,$93.9584,$1174.48,6,$754.6521,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$1174.48,$29.3621,2013,Qtr 3,Tháng Bảy,16,2,2,2,$754.6521,2,2,$1174.48,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62275,3,$92.4384,$1155.48,6,$726.1661,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$1155.48,$28.8871,2013,Qtr 3,Tháng Bảy,16,2,2,2,$726.1661,2,2,$1155.48,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62276,15,$53.3552,$666.94,6,$366.1433,,5,,0,2013,Qtr 3,Tháng Bảy,28,5,$666.94,$16.6737,2013,Qtr 3,Tháng Bảy,16,5,5,5,$366.1433,5,5,$666.94,5,2013,Qtr 3,Tháng Bảy,23,5,0
SO62277,3,$185.7824,$2322.28,6,$1266.476,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$2322.28,$58.0571,2013,Qtr 3,Tháng Bảy,16,2,2,2,$1266.476,2,2,$2322.28,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62278,3,$99.9872,$1249.84,100,$768.2371,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$1249.84,$31.2461,2013,Qtr 3,Tháng Bảy,16,2,2,2,$768.2371,2,2,$1249.84,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62279,10,$192.5632,$2407.04,100,$1494.0888,,4,,0,2013,Qtr 3,Tháng Bảy,28,4,$2407.04,$60.1762,2013,Qtr 3,Tháng Bảy,16,4,4,4,$1494.0888,4,4,$2407.04,4,2013,Qtr 3,Tháng Bảy,23,4,0
SO62280,3,$138.8784,$1735.98,100,$1095.5963,,2,,0,2013,Qtr 3,Tháng Bảy,28,2,$1735.98,$43.3996,2013,Qtr 3,Tháng Bảy,16,2,2,2,$1095.5963,2,2,$1735.98,2,2013,Qtr 3,Tháng Bảy,23,2,0
SO62281,6,$45.2376,$565.47,100,$353.1792,,3,,0,2013,Qtr 3,Tháng Bảy,28,3,$565.47,$14.1369,2013,Qtr 3,Tháng Bảy,16,3,3,3,$353.1792,3,3,$565.47,3,2013,Qtr 3,Tháng Bảy,23,3,0
SO62282,6,$66.3176,$828.97,6,$442.024,,3,,0,2013,Qtr 3,Tháng Bảy,28,3,$828.97,$20.7244,2013,Qtr 3,Tháng Bảy,16,3,3,3,$442.024,3,3,$828.97,3,2013,Qtr 3,Tháng Bảy,23,3,0
SO62283,10,$101.1056,$1263.82,6,$773.4657,,4,,0,2013,Qtr 3,Tháng Bảy,28,4,$1263.82,$31.5957,2013,Qtr 3,Tháng Bảy,16,4,4,4,$773.4657,4,4,$1263.82,4,2013,Qtr 3,Tháng Bảy,23,4,0
